datasetid,sitename,lon,lat,,,,,,,,,,,
3445,Repulse Bay (Nichols Site E) [Naujaat],-86.2403,66.5233,,,,,,,,,,,
3552,Lac Kénogami,-71.56694,48.36583,,,,,,,,,,,
1454,Caribou Lake,-68.07,46.8,,,,,,,,,,,
1455,Matheson Pond,-68.35,46.38,,,,,,,,,,,
1456,Squa Pan Pond,-68.33,46.55,,,,,,,,,,,
1457,Rock Pond (ME),-68.38,46.18,,,,,,,,,,,
1458,Hay Lake,-68.7214,46.14715,,,,,,,,,,,
1459,Lower LaPomkeag Lake,-68.62,46.37,,,,,,,,,,,
1460,Pratt Lake,-68.88,46.63,,,,,,,,,,,
1461,Island Pond,-68.85,46.95,,,,,,,,,,,
1462,Pennington Pond,-68.53,46.93,,,,,,,,,,,
1463,Brishlatte Lake,-68.32,47.28,,,,,,,,,,,
1464,Wiley Pond,-68.63,46,,,,,,,,,,,
1465,Plunkett Pond,-68.37,45.8,,,,,,,,,,,
1466,Wytopitlock Lake,-68.15,45.78,,,,,,,,,,,
1467,Mud Pond,-68.13,45.55,,,,,,,,,,,
1468,Duck Lake (US:Maine),-68.05,45.35,,,,,,,,,,,
1469,Longfellow Lake,-67.87,45.77,,,,,,,,,,,
1470,East Musquash Lake,-67.8,45.4,,,,,,,,,,,
1471,Big Lake (US:Maine),-67.63,45.2,,,,,,,,,,,
1472,Hunter Pond,-67.92,46,,,,,,,,,,,
1473,Blue Bell Lake,-67.53,46.95,,,,,,,,,,,
1474,Blind Lake (CA:New Brunswick),-66.03,47.03,,,,,,,,,,,
1475,Quisibis Lake,-67.98,47.28,,,,,,,,,,,
1476,Tomlinson Lake,-67.77,46.72,,,,,,,,,,,
1477,Moose Mountain Lake,-67.63,46.58,,,,,,,,,,,
1478,Napadogan Lake,-66.95,46.42,,,,,,,,,,,
1479,Taffy Lake,-67.17,46.18,,,,,,,,,,,
1480,Payson Lake,-67.65,46.25,,,,,,,,,,,
1481,Saunderson Lake,-67.72,46.02,,,,,,,,,,,
1482,Brown Lake,-67.3,45.93,,,,,,,,,,,
1483,Greenhill Lake,-67.03,46.05,,,,,,,,,,,
1484,Palfrey Lake,-67.47,45.63,,,,,,,,,,,
1485,Harvey Lake,-67.02,45.73,,,,,,,,,,,
1486,Loon Lake,-70.65,45.03,,,,,,,,,,,
1487,Pleasant pond 3446,-69.92146,45.25646,,,,,,,,,,,
1488,Kingsbury Pond,-69.67,45.12,,,,,,,,,,,
1489,Sandy River Ponds,-70.55,44.9,,,,,,,,,,,
1490,Toothaker Pond,-70.2,44.87,,,,,,,,,,,
1491,Ellis Pond,-70.68,44.58,,,,,,,,,,,
1492,Wilson Pond,-70.25,44.58,,,,,,,,,,,
1493,Webb Lake,-70.45,44.7,,,,,,,,,,,
1494,Worthley Pond,-70.4,44.47,,,,,,,,,,,
1495,Bryant Pond,-70.65,44.38,,,,,,,,,,,
1496,Sand Pond,-70.62,44.2,,,,,,,,,,,
1497,Little Wilson Pond,-70.23,44.2,,,,,,,,,,,
1498,Sabbothday Pond,-70.35,43.98,,,,,,,,,,,
1499,Jimmie Pond,-69.87,44.28,,,,,,,,,,,
1500,Pinkham Pond,-69.67,44.1,,,,,,,,,,,
1501,Travel Pond,-69.53,44.25,,,,,,,,,,,
1502,Saint George Lake,-69.35,44.4,,,,,,,,,,,
1503,Three Mile Pond,-69.62,44.38,,,,,,,,,,,
1504,North Pond (US:Maine),-69.83,44.62,,,,,,,,,,,
1505,Pattee Pond,-69.57,44.53,,,,,,,,,,,
1506,Fahi Pond,-69.9,44.9,,,,,,,,,,,
1507,Site 488 (Gajewski 1983),-69.98,45.12,,,,,,,,,,,
1508,Site 489 (Gajewski 1983),-70.1,44.13,,,,,,,,,,,
1509,Clearwater Pond,-70.08,44.72,,,,,,,,,,,
1510,Stafford Pond,-69.5,44.72,,,,,,,,,,,
1511,Ward Pond,-69.8,44.42,,,,,,,,,,,
1525,Blackhawk Lake,-95.02605,42.29845,,,,,,,,,,,
1538,Lac Knob,-66.81055,54.7903,,,,,,,,,,,
3803,Lake 27,-84.78333,45.06667,,,,,,,,,,,
1618,LB02,-75.605,57.89333,,,,,,,,,,,
3833,Lake Annie,-81.35088,27.20731,,,,,,,,,,,
1652,LM01,-74.58333,55.625,,,,,,,,,,,
1653,LMBC,-74.6,55.61667,,,,,,,,,,,
3549,Sainte-Croix de Lotbinière,-71.775,46.60583,,,,,,,,,,,
1675,LR02,-75.255,58.585,,,,,,,,,,,
1676,LT02,-74.91333,59.14,,,,,,,,,,,
1677,LT03,-74.95,59.15833,,,,,,,,,,,
3553,Tourbière du lac Malbaie,-70.97639,47.59722,,,,,,,,,,,
1692,Malcolm,-66.73333,54.76667,,,,,,,,,,,
1700,Stewart's Dark Lake,-91.45,45.3,,,,,,,,,,,
1742,College Pond (MA),-70.65,41.88,,,,,,,,,,,
1743,Herring Pond,-69.9855,41.82485,,,,,,,,,,,
1744,Flax Pond,-70.02,41.77,,,,,,,,,,,
1745,Andrews Pond,-70.08,41.7,,,,,,,,,,,
1746,Elishas Pond,-70.22,41.7,,,,,,,,,,,
1747,Garretts Pond,-70.35,41.7,,,,,,,,,,,
1748,Spectacle Pond,-70.45,41.7,,,,,,,,,,,
1749,Fresh Pond (US:Massachusetts),-70.53,41.6,,,,,,,,,,,
1750,Lovells Pond,-70.43,41.65,,,,,,,,,,,
1751,North Pamet Bog Pond,-70.03,42,,,,,,,,,,,
1752,Beach Forest Trail,-70.18,42.07,,,,,,,,,,,
1753,Walden Pond,-71.33973,42.43926,,,,,,,,,,,
40501,Molas Lake,-107.68274,37.74759,,,,,,,,,,,
40545,Molas Pass Bog,-107.6975,37.73778,,,,,,,,,,,
3548,Lac Montagnais,-71.175,47.90778,,,,,,,,,,,
1784,MV01,-74.9,56.94333,,,,,,,,,,,
1811,Site 1 (Beetham 1958),-82,36.17,,,,,,,,,,,
1812,Site 2 (Beetham 1958),-82,36.17,,,,,,,,,,,
1813,Site 3 (Beetham 1958),-82.5,36,,,,,,,,,,,
1869,PB02,-77.71667,55.28333,,,,,,,,,,,
1870,PB03,-77.71833,55.28667,,,,,,,,,,,
1871,PB04B,-77.70333,55.29167,,,,,,,,,,,
1872,PB05,-77.7,55.29167,,,,,,,,,,,
1873,PB06,-77.7,55.295,,,,,,,,,,,
3533,Pogonia Bog Pond,-93.6305,45.03503,,,,,,,,,,,
3530,Third Lake,-92.01054,48.09875,,,,,,,,,,,
1893,Phred,-66.75,54.76667,,,,,,,,,,,
1907,Mont Jacques-Cartier,-65.95,49,,,,,,,,,,,
1908,Lac Belle-Fontaine Site 1,-71.11667,47.4,,,,,,,,,,,
1909,Lac Belle-Fontaine Site 2,-71.11667,47.4,,,,,,,,,,,
1910,Lac Gosselin,-70.3,46.7,,,,,,,,,,,
1911,Lac Megantic,-70.88333,45.45,,,,,,,,,,,
1912,Lac-a-Jack,-71.25,47.55,,,,,,,,,,,
1913,Lac Lachance,-71.13333,47.46667,,,,,,,,,,,
1914,Lac Chominich,-71.25,47.55,,,,,,,,,,,
1915,Lac Blouin,-70.93333,47.63333,,,,,,,,,,,
1916,Ruisseau Jardin Site 1,-70.91667,47.63333,,,,,,,,,,,
1917,Ruisseau Jardin Site 2,-70.91667,47.63333,,,,,,,,,,,
1918,Lac Equerre,-71.23333,47.15,,,,,,,,,,,
1919,Lac Durand,-71.43333,47,,,,,,,,,,,
1920,Lac Dorval,-71.36667,47.08333,,,,,,,,,,,
1921,Mare du Sault,-71.18333,47.4,,,,,,,,,,,
1922,Riviere Montmorency,-71.2,47.41667,,,,,,,,,,,
1923,Lac d'Aigremont,-73.83333,49.28333,,,,,,,,,,,
1924,Lac à la Loutre,-73.08333,48.9,,,,,,,,,,,
1925,Chibougamau,-74.55,49.8,,,,,,,,,,,
1926,Lac Madeline,-76.7,49.36667,,,,,,,,,,,
1927,Riviere Heva,-78.2,48.25,,,,,,,,,,,
1928,Matagami,-77.75,49.78333,,,,,,,,,,,
1929,Riviere Allard,-77.81667,49.65,,,,,,,,,,,
1930,Lac Kamatose,-76.81667,47.08333,,,,,,,,,,,
1931,Val Senneville,-77.75,48.15,,,,,,,,,,,
1932,Mansebourg,-79.35,43.71667,,,,,,,,,,,
1933,Lac Noulette,-76.31667,47.71667,,,,,,,,,,,
1934,Stoneham (sud),-71.36667,46.95,,,,,,,,,,,
1935,Lac Jacques-Cartier,-71.23333,47.63333,,,,,,,,,,,
1936,Lac Payette,-71.4,47.76667,,,,,,,,,,,
1937,Tourbière de Weedon,-71.42889,45.69194,,,,,,,,,,,
1938,Mont Albert Site 1,-66.18333,48.9,,,,,,,,,,,
1939,Mont Albert Site 2,-66.18333,48.9,,,,,,,,,,,
1940,Mont Albert Site 3,-66.18333,48.9,,,,,,,,,,,
1941,Saint-Raymond,-71.80778,46.89194,,,,,,,,,,,
1942,La Terriere (sud),-71.66667,48.26667,,,,,,,,,,,
1943,Riviere-Ouelle,-69.83333,47.45,,,,,,,,,,,
1944,Caciyna-est,-69.4,48,,,,,,,,,,,
1945,Riviere Saint-Jean,-65.16667,48.66667,,,,,,,,,,,
1946,Murdochville,-65.53333,48.98333,,,,,,,,,,,
1947,Saint-Ulric,-67.7,48.78333,,,,,,,,,,,
1948,Mont Logan,-66.63333,48.88333,,,,,,,,,,,
1949,Issoudon,-71.6,46.56667,,,,,,,,,,,
1950,Dune du sud,-62.75,47.41667,,,,,,,,,,,
1951,Mingan,-63.55,50.25,,,,,,,,,,,
1988,Mioxes Pond,-70.13333,41.25,,,,,,,,,,,
1989,Almanac Pond,-70.00833,41.28333,,,,,,,,,,,
1990,Wigwam Pond,-70.01667,41.275,,,,,,,,,,,
1991,Medouie Creek,-70.01667,41.30833,,,,,,,,,,,
1992,Hidden Forest,-70.00833,41.29167,,,,,,,,,,,
1993,Squam,-70.00833,41.30833,,,,,,,,,,,
1994,Sheep Pond,-70.18333,41.25833,,,,,,,,,,,
1995,Sesachacha Heathland,-69.98333,41.275,,,,,,,,,,,
1996,Clark's Cove,-70.16667,41.25833,,,,,,,,,,,
1997,Millbrook Road Pond,-70.13333,41.275,,,,,,,,,,,
1998,Raylene's Bog,-70.01667,41.28333,,,,,,,,,,,
1999,North Raylene's Bog,-70.01667,41.28333,,,,,,,,,,,
2000,South Pout Pond,-70.05,41.275,,,,,,,,,,,
2018,Slide Mountain Site 1,-74.4,42,,,,,,,,,,,
2019,Slide Mountain Site 2,-74.4,42,,,,,,,,,,,
2020,Slide Mountain Site 3,-74.4,42,,,,,,,,,,,
2021,Slide Mountain Site 4,-74.4,42,,,,,,,,,,,
2033,RB03A,-76.305,57.75833,,,,,,,,,,,
2034,RB04B,-76.11,57.725,,,,,,,,,,,
2035,RB06A,-76.14667,57.735,,,,,,,,,,,
2036,Savage Lake,-88.46667,45.88333,,,,,,,,,,,
2037,Fay Lake,-88.63333,45.86667,,,,,,,,,,,
2038,Patten Lake,-88.41667,45.85,,,,,,,,,,,
2039,No Name Lake,-88.36667,45.85,,,,,,,,,,,
2040,Price Lake,-88.4,45.85,,,,,,,,,,,
2041,Long Lake (WI),-88.66667,45.83333,,,,,,,,,,,
2056,The Albany Forks,-84.38,51.03,,,,,,,,,,,
2057,Site 1 (Skinner 1973),-84.05,51.12,,,,,,,,,,,
2058,Site 2 (Skinner 1973),-83.58,51.22,,,,,,,,,,,
2059,Fishing Creek,-82.7,51.95,,,,,,,,,,,
2060,Site 3 (Skinner 1973),-84.72,51.38,,,,,,,,,,,
2070,Imperial,-105.38333,51.31111,,,,,,,,,,,
2071,Cut Knife Hill,-108.88333,52.84194,,,,,,,,,,,
2072,Wakaw Lake,-105.5625,52.69583,,,,,,,,,,,
2073,Yellow Creek,-105.21667,52.71667,,,,,,,,,,,
2074,Midnight Lake Area,-108.36667,53.58333,,,,,,,,,,,
2075,Midnight Lake Area (2),-108.36667,53.6,,,,,,,,,,,
2076,Turtle Lake Area,-108.48333,53.78333,,,,,,,,,,,
2077,Sand Lake Slough,-105.80833,53.34583,,,,,,,,,,,
2078,Mertock Lake,-105.76667,53.49028,,,,,,,,,,,
2079,Weirdale,-105.25556,53.47917,,,,,,,,,,,
2080,Emma Lake Area,-105.86667,53.55833,,,,,,,,,,,
2081,Tweedamuir,-105.93333,53.56667,,,,,,,,,,,
2082,Waskesiu,-106.06667,53.83333,,,,,,,,,,,
2083,Mile 0 Lac la Ronge Highway,-106,53.93333,,,,,,,,,,,
2084,Mile 10 Lac la Ronge Highway,-105.8,54.01667,,,,,,,,,,,
2085,Mile 12 Lac la Ronge Highway,-105.81667,54.03333,,,,,,,,,,,
2086,Mile 18 Lac la Ronge Highway,-105.71667,54.05,,,,,,,,,,,
2087,Mile 19 Lac la Ronge Highway,-105.7,54.06667,,,,,,,,,,,
2088,Mile 38 Lac la Ronge Highway,-105.51667,54.28333,,,,,,,,,,,
2089,Mile 49 Lac la Ronge Highway,-105.2,54.43333,,,,,,,,,,,
2090,Mile 58 Lac la Ronge Highway,-105.55,54.55,,,,,,,,,,,
2091,Mile 60 Lac la Ronge Highway,-105.53333,54.575,,,,,,,,,,,
2092,Mile 74 Lac la Ronge Highway,-105.43333,54.73333,,,,,,,,,,,
2093,Mile 88 Lac la Ronge Highway,-105.35,54.91667,,,,,,,,,,,
2094,Mile 98 Lac la Ronge Highway,-105.31667,55.05,,,,,,,,,,,
2095,Cycloid Lake Area,-105.26667,55.25,,,,,,,,,,,
3571,Cree Lake Area,-105.68333,57.8,,,,,,,,,,,
3572,Stony Rapids Area,-105.75,59.5,,,,,,,,,,,
2098,Selwyn Lake Area,-105.38333,60.2,,,,,,,,,,,
2099,Small Tree Lake Area,-104.88333,61.1,,,,,,,,,,,
2100,Casummit Lake,-92.37248,51.47733,,,,,,,,,,,
2101,Woman Lake,-92.7542,51.19909,,,,,,,,,,,
2102,Uchi Lake,-92.58798,51.04931,,,,,,,,,,,
2103,Red Lake East Bay,-93.698,51.16366,,,,,,,,,,,
2104,Red Lake,-94.01576,51.06681,,,,,,,,,,,
2105,Snib Lake,-93.86863,50.99769,,,,,,,,,,,
2108,Unnamed Lake,-93.76962,50.9242,,,,,,,,,,,
2109,"Red Lake, Pipestone Bay",-94.21751,51.06849,,,,,,,,,,,
2110,Bamaji Lake,-91.45262,51.12203,,,,,,,,,,,
2111,Unnamed bog west of Nungesser Lake,-93.71667,51.43333,,,,,,,,,,,
2143,Stand 1 (Mack and Bryant 1974],-118.96,47.43,,,,,,,,,,,
2144,Stand 2 (Mack and Bryant 1974],-118.75,47.45,,,,,,,,,,,
2145,Stand 3 (Mack and Bryant 1974],-119.41,47.21,,,,,,,,,,,
2146,Stand 4 (Mack and Bryant 1974],-118.68,47.35,,,,,,,,,,,
2147,Stand 5 (Mack and Bryant 1974],-117.13,46.73,,,,,,,,,,,
2148,Stand 6 (Mack and Bryant 1974],-118.58,47.13,,,,,,,,,,,
2149,Stand 7 (Mack and Bryant 1974],-119.6,46.88,,,,,,,,,,,
2150,Stand 8 (Mack and Bryant 1974],-118.65,46.8,,,,,,,,,,,
2151,Stand 9 (Mack and Bryant 1974],-118.86,47.63,,,,,,,,,,,
2152,Stand 10 (Mack and Bryant 1974],-119.13,46.8,,,,,,,,,,,
2153,Stand 11 (Mack and Bryant 1974],-119.75,47.15,,,,,,,,,,,
2154,Stand 12 (Mack and Bryant 1974],-120.26,46.53,,,,,,,,,,,
2155,Stand 13 (Mack and Bryant 1974],-117.23,46.81,,,,,,,,,,,
2156,Stand 14 (Mack and Bryant 1974],-118.7,47.7,,,,,,,,,,,
2157,Stand 15 (Mack and Bryant 1974],-118.93,46.5,,,,,,,,,,,
2158,Stand 16 (Mack and Bryant 1974],-119.88,46.53,,,,,,,,,,,
2159,Stand 17 (Mack and Bryant 1974],-119.43,47.15,,,,,,,,,,,
2160,Stand 18 (Mack and Bryant 1974],-118.43,46.78,,,,,,,,,,,
2161,Stand 19 (Mack and Bryant 1974],-117.96,47.31,,,,,,,,,,,
2162,Stand 20 (Mack and Bryant 1974],-118.51,46.78,,,,,,,,,,,
2163,Stand 21 (Mack and Bryant 1974],-118.15,46.76,,,,,,,,,,,
2164,Stand 22 (Mack and Bryant 1974],-119.13,46.8,,,,,,,,,,,
2165,Stand 23 (Mack and Bryant 1974],-117.88,46.8,,,,,,,,,,,
2166,Stand 24 (Mack and Bryant 1974],-119.03,46.72,,,,,,,,,,,
2167,Stand 25 (Mack and Bryant 1974],-117.65,46.82,,,,,,,,,,,
2168,Stand 26 (Mack and Bryant 1974],-117.97,46.77,,,,,,,,,,,
2169,Stand 27 (Mack and Bryant 1974],-118.77,46.63,,,,,,,,,,,
2170,Stand 28 (Mack and Bryant 1974],-118.1,47.37,,,,,,,,,,,
2171,Stand 29 (Mack and Bryant 1974],-119,46.7,,,,,,,,,,,
2172,Stand 30 (Mack and Bryant 1974],-118.37,46.77,,,,,,,,,,,
2173,Stand 31 (Mack and Bryant 1974],-119.08,46.73,,,,,,,,,,,
2174,Stand 32 (Mack and Bryant 1974],-117.85,46.82,,,,,,,,,,,
2175,Stand 33 (Mack and Bryant 1974],-117.95,47.28,,,,,,,,,,,
2176,Stand 34 (Mack and Bryant 1974],-118.58,46.65,,,,,,,,,,,
2177,Stand 35 (Mack and Bryant 1974],-118.47,46.67,,,,,,,,,,,
2178,Stand 36 (Mack and Bryant 1974],-120.45,46.28,,,,,,,,,,,
2179,Stand 37 (Mack and Bryant 1974],-117.7,46.93,,,,,,,,,,,
2180,Stand 38 (Mack and Bryant 1974],-118.3,46.78,,,,,,,,,,,
2181,Stand 39 (Mack and Bryant 1974],-119.62,46.73,,,,,,,,,,,
2182,Stand 40 (Mack and Bryant 1974],-120.47,46.22,,,,,,,,,,,
2183,Stand 41 (Mack and Bryant 1974],-118.18,47,,,,,,,,,,,
2184,Stand 42 (Mack and Bryant 1974],-118.08,46.8,,,,,,,,,,,
2185,Stand 43 (Mack and Bryant 1974],-120.32,46.33,,,,,,,,,,,
2186,Stand 44 (Mack and Bryant 1974],-118.12,46.72,,,,,,,,,,,
2187,Stand 45 (Mack and Bryant 1974],-120.67,46.38,,,,,,,,,,,
2188,Stand 46 (Mack and Bryant 1974],-120.65,46.38,,,,,,,,,,,
2189,Stand 47 (Mack and Bryant 1974],-120.47,46.9,,,,,,,,,,,
2190,Stand 48 (Mack and Bryant 1974],-120.7,46.38,,,,,,,,,,,
2191,Stand 49 (Mack and Bryant 1974],-119.8,46.55,,,,,,,,,,,
2192,Stand 50 (Mack and Bryant 1974],-119.42,46.73,,,,,,,,,,,
2193,Stand 51 (Mack and Bryant 1974],-119.48,46.38,,,,,,,,,,,
2194,Stand 52 (Mack and Bryant 1974],-118.68,47.1,,,,,,,,,,,
2195,Stand 53 (Mack and Bryant 1974],-119.85,47.13,,,,,,,,,,,
2196,Stand 54 (Mack and Bryant 1974],-119.67,47.6,,,,,,,,,,,
2197,Stand 55 (Mack and Bryant 1974],-119.37,47.88,,,,,,,,,,,
2198,Stand 56 (Mack and Bryant 1974],-119.58,47.88,,,,,,,,,,,
2199,Stand 57 (Mack and Bryant 1974],-119.8,47.73,,,,,,,,,,,
2200,Stand 58 (Mack and Bryant 1974],-119.22,46.13,,,,,,,,,,,
2201,Stand 59 (Mack and Bryant 1974],-119.73,47.83,,,,,,,,,,,
2202,Stand 60 (Mack and Bryant 1974],-118.32,46.83,,,,,,,,,,,
2203,Stand 61 (Mack and Bryant 1974],-118.85,47.08,,,,,,,,,,,
2204,Stand 62 (Mack and Bryant 1974],-119.48,45.95,,,,,,,,,,,
2205,Stand 63 (Mack and Bryant 1974],-119.48,46.28,,,,,,,,,,,
2206,Stand 64 (Mack and Bryant 1974],-119.43,46.38,,,,,,,,,,,
2207,Stand 65 (Mack and Bryant 1974],-119.73,46.2,,,,,,,,,,,
2208,Stand 66 (Mack and Bryant 1974],-119.48,47.93,,,,,,,,,,,
2209,Stand 67 (Mack and Bryant 1974],-119.6,47.75,,,,,,,,,,,
2210,Stand 68 (Mack and Bryant 1974],-120.02,47.65,,,,,,,,,,,
2211,Stand 69 (Mack and Bryant 1974],-119.53,47.45,,,,,,,,,,,
2212,Stand 70 (Mack and Bryant 1974],-119.45,47.25,,,,,,,,,,,
2213,Stand 71 (Mack and Bryant 1974],-119.38,45.93,,,,,,,,,,,
2214,Stand 72 (Mack and Bryant 1974],-119.3,46.33,,,,,,,,,,,
2215,Stand 73 (Mack and Bryant 1974],-119.98,47.23,,,,,,,,,,,
2216,Stand 74 (Mack and Bryant 1974],-119.43,46.93,,,,,,,,,,,
2217,Stand 75 (Mack and Bryant 1974],-118.58,47.12,,,,,,,,,,,
2218,Stand 76 (Mack and Bryant 1974],-119.6,46.12,,,,,,,,,,,
2219,Stand 77 (Mack and Bryant 1974],-120.08,47.28,,,,,,,,,,,
2220,Stand 78 (Mack and Bryant 1974],-119.37,47.6,,,,,,,,,,,
2221,"Site 1 (Mack, Bryant, and Pell 1978)",-116.95,46.92,,,,,,,,,,,
2222,"Site 2 (Mack, Bryant, and Pell 1978)",-116.65,46.93,,,,,,,,,,,
2223,"Site 3 (Mack, Bryant, and Pell 1978)",-116.88,46.8,,,,,,,,,,,
2224,"Site 4 (Mack, Bryant, and Pell 1978)",-116.9,46.9,,,,,,,,,,,
2225,"Site 5 (Mack, Bryant, and Pell 1978)",-116.85,46.8,,,,,,,,,,,
2226,"Site 6 (Mack, Bryant, and Pell 1978)",-116.67,46.98,,,,,,,,,,,
2227,"Site 7 (Mack, Bryant, and Pell 1978)",-116.87,46.8,,,,,,,,,,,
2228,"Site 8 (Mack, Bryant, and Pell 1978)",-116.92,46.8,,,,,,,,,,,
2229,"Site 9 (Mack, Bryant, and Pell 1978)",-116.83,46.8,,,,,,,,,,,
2230,"Site 10 (Mack, Bryant, and Pell 1978)",-116.1,47.13,,,,,,,,,,,
2231,"Site 11 (Mack, Bryant, and Pell 1978)",-116.67,46.97,,,,,,,,,,,
2232,"Site 12 (Mack, Bryant, and Pell 1978)",-116.67,47,,,,,,,,,,,
2233,"Site 13 (Mack, Bryant, and Pell 1978)",-116.67,46.77,,,,,,,,,,,
2234,"Site 14 (Mack, Bryant, and Pell 1978)",-116.73,47.13,,,,,,,,,,,
2235,"Site 15 (Mack, Bryant, and Pell 1978)",-116.24667,47.72,,,,,,,,,,,
2236,"Site 16 (Mack, Bryant, and Pell 1978)",-116.02,47,,,,,,,,,,,
2237,"Site 17 (Mack, Bryant, and Pell 1978)",-115.2,46.47,,,,,,,,,,,
2238,"Site 18 (Mack, Bryant, and Pell 1978)",-119.62,48.63,,,,,,,,,,,
2239,"Site 19 (Mack, Bryant, and Pell 1978)",-118.7,48.2,,,,,,,,,,,
2240,"Site 20 (Mack, Bryant, and Pell 1978)",-117.03,46.83,,,,,,,,,,,
2241,"Site 21 (Mack, Bryant, and Pell 1978)",-117.27,46.9,,,,,,,,,,,
2242,"Site 22 (Mack, Bryant, and Pell 1978)",-117.27,46.92,,,,,,,,,,,
2243,"Site 23 (Mack, Bryant, and Pell 1978)",-117.53,47.63,,,,,,,,,,,
2244,"Site 24 (Mack, Bryant, and Pell 1978)",-117.55,47.47,,,,,,,,,,,
2245,"Site 25 (Mack, Bryant, and Pell 1978)",-117.4,47.5,,,,,,,,,,,
2246,"Site 26 (Mack, Bryant, and Pell 1978)",-117.6,47.73,,,,,,,,,,,
2247,"Site 27 (Mack, Bryant, and Pell 1978)",-117.43,47.88,,,,,,,,,,,
2248,"Site 28 (Mack, Bryant, and Pell 1978)",-117.35,47.7,,,,,,,,,,,
2249,"Site 29 (Mack, Bryant, and Pell 1978)",-117.18,47,,,,,,,,,,,
2250,"Site 30 (Mack, Bryant, and Pell 1978)",-117.55,46.28,,,,,,,,,,,
2251,"Site 31 (Mack, Bryant, and Pell 1978)",-117.57,46.23,,,,,,,,,,,
2252,"Site 32 (Mack, Bryant, and Pell 1978)",-117.55,46.18,,,,,,,,,,,
3580,"Site 33 (Mack, Bryant, and Pell 1978)",-117.52,46.13,,,,,,,,,,,
2254,"Site 34 (Mack, Bryant, and Pell 1978)",-118.55,48.18,,,,,,,,,,,
2255,"Site 35 (Mack, Bryant, and Pell 1978)",-119.95,48.68,,,,,,,,,,,
2256,"Site 37 (Mack, Bryant, and Pell 1978)",-119.93,48.55,,,,,,,,,,,
2257,"Site 38 (Mack, Bryant, and Pell 1978)",-117.27,46.67,,,,,,,,,,,
2258,"Site 39 (Mack, Bryant, and Pell 1978)",-117.12,46.85,,,,,,,,,,,
2259,"Site 40 (Mack, Bryant, and Pell 1978)",-117.27,46.27,,,,,,,,,,,
2260,"Site 41 (Mack, Bryant, and Pell 1978)",-117.47,47.45,,,,,,,,,,,
2261,"Site 42 (Mack, Bryant, and Pell 1978)",-117.2,47,,,,,,,,,,,
2263,Roberts Creek 01,-91.50028,42.98611,,,,,,,,,,,
2271,K1 (Kapp 1965],-96.33,38.28,,,,,,,,,,,
2272,K2 (Kapp 1965],-99.15,37.12,,,,,,,,,,,
2273,K3 (Kapp 1965],-100.05,36.97,,,,,,,,,,,
2274,K5 (Kapp 1965],-100.5,37.25,,,,,,,,,,,
2275,K6 (Kapp 1965],-99.33,38.95,,,,,,,,,,,
2276,K9 (Kapp 1965],-97.42,42.77,,,,,,,,,,,
2277,K11 (Kapp 1965],-97.37,43.08,,,,,,,,,,,
2278,K12 (Kapp 1965],-96.17,43.75,,,,,,,,,,,
2279,K14 (Kapp 1965],-91.95,43.52,,,,,,,,,,,
2280,K17 (Kapp 1965],-101.38,38.05,,,,,,,,,,,
2281,K18 (Kapp 1965],-93.75,40.98,,,,,,,,,,,
2282,K19 (Kapp 1965],-94.07,40.12,,,,,,,,,,,
2294,RS23,-94.9,73.85,,,,,,,,,,,
2295,RS25,-95.48333,73.51667,,,,,,,,,,,
2296,RS26,-95.38333,73.35,,,,,,,,,,,
3584,Lake RS29,-95.28333,73.13333,,,,,,,,,,,
2298,RS30,-95.03333,72.48333,,,,,,,,,,,
2299,RS31,-94.95,72.21667,,,,,,,,,,,
2300,RS32,-94.63333,72.03333,,,,,,,,,,,
2301,RS33,-94.76667,72.01667,,,,,,,,,,,
2302,RS34,-94.88333,72.01667,,,,,,,,,,,
3585,Lake RS36,-95.06667,72.58333,,,,,,,,,,,
2304,RS37,-95.08333,72.66667,,,,,,,,,,,
2305,RS38,-94.38333,72.68333,,,,,,,,,,,
2306,RS40,-93.86667,72.6,,,,,,,,,,,
2307,RS41,-93.95,72.83333,,,,,,,,,,,
2308,RS42,-95.13333,72.8,,,,,,,,,,,
2313,Rush Basin,-108.095,37.42639,,,,,,,,,,,
2315,Garfield Pond,-71.35,44.18,,,,,,,,,,,
2316,Red Pond,-71.35,44.25,,,,,,,,,,,
2321,Site 1 (Hall 1977),-95.97,36.92,,,,,,,,,,,
2322,Site 2 (Hall 1977),-96.27,36.39,,,,,,,,,,,
42004,Scott Lake,-81.94163,27.96542,,,,,,,,,,,
10404,Sewell Lake,-99.5763,49.84135,,,,,,,,,,,
2397,HR 000 [Yukon River],-149.75,65.86667,,,,,,,,,,,
2398,HR 001,-149.83333,65.88333,,,,,,,,,,,
3624,HR 002 [Five Mile],-149.91667,65.91667,,,,,,,,,,,
2400,HR 003 [Ray River],-150,65.98333,,,,,,,,,,,
2401,HR 014,-150.58333,66.41667,,,,,,,,,,,
2402,HR 015,-150.61667,66.44167,,,,,,,,,,,
3625,HR 016 [Old Man Climate Station],-150.66667,66.45,,,,,,,,,,,
2404,HR 017,-150.7,66.46667,,,,,,,,,,,
3628,HR 018,-150.78333,66.51667,,,,,,,,,,,
2406,HR 019 [Arctic Circle],-150.8,66.55,,,,,,,,,,,
3629,HR 020,-150.75,66.58333,,,,,,,,,,,
2408,HR 021,-150.7,66.61667,,,,,,,,,,,
