datasetid,sitename,lon,lat,,,,,,,,,,,
41886,Canyon Lake,-87.92128,46.83349,,,,,,,,,,,
3768,R Lake,-99.65325,50.71265,,,,,,,,,,,
10403,Julius Bog,-96.24795,49.9683,,,,,,,,,,,
10402,Moose Lake,-95.3108,49.21085,,,,,,,,,,,
10405,Falcon Lake,-95.2408,49.7004,,,,,,,,,,,
10406,Pelican Lake,-99.54815,49.3392,,,,,,,,,,,
14385,Turkey 3 Pond,-96.58687,39.10711,,,,,,,,,,,
14386,Haines Pond,-96.6844,39.32589,,,,,,,,,,,
14387,Bull Pond,-96.92802,39.39193,,,,,,,,,,,
14388,Picnic Pond,-96.84034,39.44337,,,,,,,,,,,
14389,Rannells Ranch Pond,-96.53011,39.13737,,,,,,,,,,,
14390,Sunrock Pond,-96.781,38.94889,,,,,,,,,,,
14391,Tallgrass 1 Pond,-96.56357,38.43427,,,,,,,,,,,
14392,Tallgrass 2 Pond,-96.5603,38.40737,,,,,,,,,,,
14393,4H Pond [Lake Bluestem],-96.90135,38.86432,,,,,,,,,,,
14394,Banker Pond,-96.46875,38.39926,,,,,,,,,,,
14395,Elm Pond,-96.55071,39.09315,,,,,,,,,,,
14396,Ferrell Upland Pond,-96.54247,37.5801,,,,,,,,,,,
14397,Ferrell Lowland Pond,-96.50677,37.59335,,,,,,,,,,,
14404,Chalk Zimmermann Pond,-96.32004,38.7578,,,,,,,,,,,
14405,Houck Pond,-96.28077,38.74185,,,,,,,,,,,
14412,Flint Oak Pond,-96.04372,37.51851,,,,,,,,,,,
14413,Greenwood Pond,-96.20088,37.93724,,,,,,,,,,,
14414,New Konza Pond,-96.44162,38.94831,,,,,,,,,,,
14415,Pott 1 Pond,-96.37635,39.31645,,,,,,,,,,,
14416,Schwant Pond,-96.34674,39.47304,,,,,,,,,,,
14417,Goode Pond,-96.5371,39.46001,,,,,,,,,,,
14418,Hippie 1 Pond,-96.45788,38.10608,,,,,,,,,,,
14419,Hippie 2 Pond,-96.48078,38.12725,,,,,,,,,,,
14420,Byer Pond,-96.11764,39.37318,,,,,,,,,,,
42389,Fracas Lake,-112.2386,36.6307,,,,,,,,,,,
42395,Bear Lake (AZ),-112.14718,36.37112,,,,,,,,,,,
26549,Hual Cu Cuish Meadow,-116.583,32.967,,,,,,,,,,,
26532,Little Green Valley Meadow,-117.05141,34.23394,,,,,,,,,,,
19955,Fish Lake,-89.65317,43.28715,,,,,,,,,,,
26694,Taquitz Meadow,-116.66361,33.76857,,,,,,,,,,,
19203,Newell Lake,-103.39391,44.84181,,,,,,,,,,,
19916,Waggoner,-101.6559,44.07819,,,,,,,,,,,
19917,Angelo,-90.76926,43.9701,,,,,,,,,,,
19920,Boot,-95.08274,43.68399,,,,,,,,,,,
19921,Carthage,-97.70202,44.18144,,,,,,,,,,,
19947,Duck (MN),-93.81586,44.21761,,,,,,,,,,,
19949,Dudley (MN),-93.36235,44.35577,,,,,,,,,,,
19951,Goose,-96.04462,44.38314,,,,,,,,,,,
19952,Kilby,-89.35409,43.80369,,,,,,,,,,,
19957,Clear (MN),-95.95457,44.32653,,,,,,,,,,,
19961,Emery,-89.45046,43.78819,,,,,,,,,,,
19964,Hayes Lake,-101.01109,44.36591,,,,,,,,,,,
19968,Independence,-95.04783,43.76344,,,,,,,,,,,
19970,Jones Lake (SD),-98.94849,44.46886,,,,,,,,,,,
19973,Lost Lake,-97.0603,43.68058,,,,,,,,,,,
19974,Perch Lake,-90.7984,43.94359,,,,,,,,,,,
19976,Rose Hill,-98.77702,44.31477,,,,,,,,,,,
19979,Timber Lake,-95.21488,43.81856,,,,,,,,,,,
19980,Lake Virginia,-89.93036,43.52982,,,,,,,,,,,
19982,Wall Lake,-96.9608,43.53382,,,,,,,,,,,
21710,Dudley,-98.29587,44.66912,,,,,,,,,,,
21728,Gibbs Lake,-89.18066,42.78209,,,,,,,,,,,
26323,Sunflower Pond,-98.48793,38.19961,,,,,,,,,,,
26325,Hodgeman County Fishing Lake,-99.82801,38.04624,,,,,,,,,,,
26327,St. Jacob's Tank,-99.98086,37.24138,,,,,,,,,,,
26329,Smokey Valley Ranch Pond 1,-100.96549,38.8879,,,,,,,,,,,
26331,Ray Ranch Pond,-102.44545,41.03533,,,,,,,,,,,
26333,Snake Pond,-102.18229,41.47026,,,,,,,,,,,
26335,West Brenmenn,-102.1351,41.49685,,,,,,,,,,,
26337,Maybe Pond,-102.33719,40.38854,,,,,,,,,,,
26339,Island Lake,-102.39434,41.73992,,,,,,,,,,,
26341,Salt Pond,-102.50777,41.75437,,,,,,,,,,,
26343,Martin Lake,-102.52489,41.81647,,,,,,,,,,,
26345,Cowboy Pond,-101.7133,43.89476,,,,,,,,,,,
26347,Shell Shock Pond,-102.27093,43.90391,,,,,,,,,,,
26349,Smith Dam,-100.28521,44.26375,,,,,,,,,,,
26351,South Lake Flat Dam,-100.34714,44.07355,,,,,,,,,,,
26353,Aermo Pond,-101.19456,42.73046,,,,,,,,,,,
26355,Oasis Pond,-100.88399,42.65268,,,,,,,,,,,
26357,Cattle Tank 4,-100.47281,41.94247,,,,,,,,,,,
26359,Horseshoe Lake,-98.47626,38.11055,,,,,,,,,,,
26361,Gordo Pond,-101.72686,37.16061,,,,,,,,,,,
26363,Sticker Melon Pond,-102.00317,37.08722,,,,,,,,,,,
26365,College Pond,-101.91325,37.09027,,,,,,,,,,,
26367,Mayor Ranch Pond,-101.55397,36.71263,,,,,,,,,,,
26369,Coyote Pond,-102.47379,36.433,,,,,,,,,,,
26371,Ibis Pond,-102.66887,36.38908,,,,,,,,,,,
26373,Mesquite Pond,-102.43552,35.70466,,,,,,,,,,,
26375,Half Boiled Pond,-99.83843,35.6218,,,,,,,,,,,
26377,Dead Indian Lake,-99.71886,35.74902,,,,,,,,,,,
26379,Caddo Lake,-98.72921,34.73859,,,,,,,,,,,
26381,Bottle Pond,-98.58523,34.72632,,,,,,,,,,,
26383,Crater Lake,-98.62506,34.70583,,,,,,,,,,,
26526,Wahl 2002 Surface Sample Site 1,-116.78194,34.20278,,,,,,,,,,,
26527,Wahl 2002 Surface Sample Site 2,-116.76472,34.2,,,,,,,,,,,
26528,Wahl 2002 Surface Sample Site 3,-116.76583,34.20111,,,,,,,,,,,
26529,Wahl 2002 Surface Sample Site 4,-116.85528,34.20833,,,,,,,,,,,
26530,Wahl 2002 Surface Sample Site 5,-116.78083,34.1225,,,,,,,,,,,
26531,Wahl 2002 Surface Sample Site 6,-116.78222,34.12472,,,,,,,,,,,
26533,Wahl 2002 Surface Sample Site 8 ,-117.00583,34.26611,,,,,,,,,,,
26534,Wahl 2002 Surface Sample Site 9,-117.00611,34.26806,,,,,,,,,,,
26535,Wahl 2002 Surface Sample Site 10,-116.71778,34.17222,,,,,,,,,,,
26536,Wahl 2002 Surface Sample Site 11,-116.6725,33.80056,,,,,,,,,,,
26537,Wahl 2002 Surface Sample Site 12,-116.89944,34.22194,,,,,,,,,,,
26538,Wahl 2002 Surface Sample Site 13,-116.91417,34.28139,,,,,,,,,,,
26539,Wahl 2002 Surface Sample Site 14,-116.65333,33.80667,,,,,,,,,,,
26540,Wahl 2002 Surface Sample Site 15,-116.79972,34.14833,,,,,,,,,,,
26541,Wahl 2002 Surface Sample Site 16,-116.79972,34.14833,,,,,,,,,,,
26542,Wahl 2002 Surface Sample Site 17,-116.60444,32.94889,,,,,,,,,,,
26544,Wahl 2002 Surface Sample Site 21,-116.49111,32.94389,,,,,,,,,,,
26545,Wahl 2002 Surface Sample Site 22,-116.42333,32.8375,,,,,,,,,,,
26546,Wahl 2002 Surface Sample Site 23,-116.98222,34.13472,,,,,,,,,,,
26547,Wahl 2002 Surface Sample Site 24,-116.58778,32.95417,,,,,,,,,,,
26548,Wahl 2002 Surface Sample Site 25,-116.48222,32.8525,,,,,,,,,,,
26550,Wahl 2002 Surface Sample Site 28,-116.57389,32.97083,,,,,,,,,,,
26551,Wahl 2002 Surface Sample Site 29,-116.59444,33.08944,,,,,,,,,,,
26552,Wahl 2002 Surface Sample Site 30,-116.9075,33.33694,,,,,,,,,,,
26553,Wahl 2002 Surface Sample Site 33,-116.55972,32.94944,,,,,,,,,,,
26554,Wahl 2002 Surface Sample Site 34,-116.52139,32.85056,,,,,,,,,,,
26555,Wahl 2002 Surface Sample Site 35,-116.52278,32.85139,,,,,,,,,,,
26556,Wahl 2002 Surface Sample Site 36,-116.83389,33.29111,,,,,,,,,,,
26557,Wahl 2002 Surface Sample Site 37,-116.61861,32.81917,,,,,,,,,,,
26558,Wahl 2002 Surface Sample Site 38,-116.60806,32.86917,,,,,,,,,,,
26559,Wahl 2002 Surface Sample Site 39,-116.62139,32.8225,,,,,,,,,,,
26560,Wahl 2002 Surface Sample Site 40,-116.74167,32.85583,,,,,,,,,,,
26561,Wahl 2002 Surface Sample Site 41,-117.09278,33.03028,,,,,,,,,,,
26707,Haleakalā Volcano 10G,-156.13519,20.73893,,,,,,,,,,,
26708,Haleakalā Volcano 10H,-156.1349,20.73958,,,,,,,,,,,
26709,Haleakalā Volcano 10J,-156.13414,20.74128,,,,,,,,,,,
26710,Haleakalā Volcano 10K,-156.13392,20.74178,,,,,,,,,,,
26711,Haleakalā Volcano 10L,-156.13375,20.74219,,,,,,,,,,,
26712,Haleakalā Volcano 10M,-156.13371,20.74269,,,,,,,,,,,
26713,Haleakalā Volcano 10N,-156.13298,20.74317,,,,,,,,,,,
26714,Haleakalā Volcano 10O,-156.13285,20.74386,,,,,,,,,,,
26715,Haleakalā Volcano 10P,-156.13306,20.74465,,,,,,,,,,,
26716,Haleakalā Volcano 10Q,-156.13287,20.74514,,,,,,,,,,,
26717,Haleakalā Volcano 10R,-156.13264,20.7456,,,,,,,,,,,
26718,Haleakalā Volcano 11B,-156.14195,20.73657,,,,,,,,,,,
26719,Haleakalā Volcano 11K,-156.1393,20.74254,,,,,,,,,,,
26720,Haleakalā Volcano 11L,-156.1392,20.74282,,,,,,,,,,,
26721,Haleakalā Volcano 11M,-156.13897,20.74331,,,,,,,,,,,
26722,Haleakalā Volcano 11N,-156.13874,20.74376,,,,,,,,,,,
26723,Haleakalā Volcano 11O,-156.13866,20.74424,,,,,,,,,,,
26724,Haleakalā Volcano 11P,-156.13827,20.74472,,,,,,,,,,,
26725,Haleakalā Volcano 11Q,-156.13823,20.74511,,,,,,,,,,,
26726,Haleakalā Volcano 11R,-156.13795,20.74572,,,,,,,,,,,
26727,Haleakalā Volcano 12K,-156.14245,20.74372,,,,,,,,,,,
26728,Haleakalā Volcano 12L,-156.14243,20.7441,,,,,,,,,,,
26729,Haleakalā Volcano 12M,-156.14221,20.74462,,,,,,,,,,,
26730,Haleakalā Volcano 12N,-156.14217,20.74507,,,,,,,,,,,
26731,Haleakalā Volcano 12O,-156.14243,20.74554,,,,,,,,,,,
26732,Haleakalā Volcano 12P,-156.14199,20.74593,,,,,,,,,,,
26733,Haleakalā Volcano 12Q,-156.14277,20.74653,,,,,,,,,,,
26734,Haleakalā Volcano 12R,-156.14293,20.74688,,,,,,,,,,,
26735,Haleakalā Volcano 13K,-156.14568,20.74286,,,,,,,,,,,
26736,Haleakalā Volcano 13L,-156.14477,20.74368,,,,,,,,,,,
26737,Haleakalā Volcano 13M,-156.14478,20.74441,,,,,,,,,,,
26738,Haleakalā Volcano 13N,-156.14508,20.74503,,,,,,,,,,,
26739,Haleakalā Volcano 13O,-156.14539,20.74533,,,,,,,,,,,
26740,Haleakalā Volcano 13P,-156.14546,20.74582,,,,,,,,,,,
26741,Haleakalā Volcano 13Q,-156.14521,20.74616,,,,,,,,,,,
26742,Haleakalā Volcano 13R,-156.14515,20.74664,,,,,,,,,,,
26743,Haleakalā Volcano 5E,-156.12346,20.73482,,,,,,,,,,,
26744,Haleakalā Volcano 5F,-156.12276,20.735,,,,,,,,,,,
26745,Haleakalā Volcano 5G,-156.1219,20.73512,,,,,,,,,,,
26746,Haleakalā Volcano 5H,-156.12119,20.73541,,,,,,,,,,,
26747,Haleakalā Volcano 5I,-156.12046,20.73561,,,,,,,,,,,
26748,Haleakalā Volcano 5J,-156.1202,20.73567,,,,,,,,,,,
26749,Haleakalā Volcano 5K,-156.11939,20.73554,,,,,,,,,,,
26750,Haleakalā Volcano 5L,-156.11888,20.73575,,,,,,,,,,,
26751,Haleakalā Volcano 5M,-156.11451,20.73697,,,,,,,,,,,
26752,Haleakalā Volcano 5N,-156.11337,20.73704,,,,,,,,,,,
26753,Haleakalā Volcano 5O,-156.11319,20.73729,,,,,,,,,,,
26754,Haleakalā Volcano 5P,-156.11243,20.73724,,,,,,,,,,,
26755,Haleakalā Volcano 5Q,-156.11246,20.7378,,,,,,,,,,,
26756,Haleakalā Volcano 5R,-156.11134,20.73753,,,,,,,,,,,
26757,Haleakalā Volcano 6G,-156.12321,20.73588,,,,,,,,,,,
26758,Haleakalā Volcano 6H,-156.12287,20.73616,,,,,,,,,,,
26759,Haleakalā Volcano 6I,-156.12188,20.73654,,,,,,,,,,,
26760,Haleakalā Volcano 6J,-156.1213,20.73675,,,,,,,,,,,
26761,Haleakalā Volcano 6K,-156.12108,20.73737,,,,,,,,,,,
26762,Haleakalā Volcano 6L,-156.12087,20.73783,,,,,,,,,,,
26763,Haleakalā Volcano 6M,-156.12045,20.73812,,,,,,,,,,,
26764,Haleakalā Volcano 6N,-156.11982,20.73875,,,,,,,,,,,
26765,Haleakalā Volcano 6O,-156.11856,20.74007,,,,,,,,,,,
26766,Haleakalā Volcano 6P,-156.11781,20.74032,,,,,,,,,,,
26767,Haleakalā Volcano 6Q,-156.11744,20.74067,,,,,,,,,,,
26768,Haleakalā Volcano 6R,-156.11674,20.74063,,,,,,,,,,,
26769,Haleakalā Volcano 7E,-156.12661,20.73639,,,,,,,,,,,
26770,Haleakalā Volcano 7F,-156.12594,20.7369,,,,,,,,,,,
26771,Haleakalā Volcano 7G,-156.12479,20.73718,,,,,,,,,,,
26772,Haleakalā Volcano 7H,-156.12432,20.73769,,,,,,,,,,,
26773,Haleakalā Volcano 7I,-156.12404,20.73802,,,,,,,,,,,
26774,Haleakalā Volcano 7J,-156.12391,20.73842,,,,,,,,,,,
26775,Haleakalā Volcano 7K,-156.12364,20.73881,,,,,,,,,,,
26776,Haleakalā Volcano 8beta,-156.13398,20.73234,,,,,,,,,,,
26777,Haleakalā Volcano 8G,-156.12709,20.73848,,,,,,,,,,,
26778,Haleakalā Volcano 8H,-156.12695,20.73909,,,,,,,,,,,
26779,Haleakalā Volcano 8I,-156.12656,20.7396,,,,,,,,,,,
26780,Haleakalā Volcano 8J,-156.1256,20.74038,,,,,,,,,,,
26781,Haleakalā Volcano 8K,-156.12518,20.74082,,,,,,,,,,,
26782,Haleakalā Volcano 8L,-156.12499,20.74143,,,,,,,,,,,
26783,Haleakalā Volcano 8M,-156.12483,20.7417,,,,,,,,,,,
26784,Haleakalā Volcano 8N,-156.1246,20.74192,,,,,,,,,,,
26785,Haleakalā Volcano 8O,-156.12442,20.74218,,,,,,,,,,,
26786,Haleakalā Volcano 8P,-156.12401,20.74245,,,,,,,,,,,
26787,Haleakalā Volcano 8Q,-156.12413,20.74297,,,,,,,,,,,
26788,Haleakalā Volcano 8R,-156.12407,20.74381,,,,,,,,,,,
26789,Haleakalā Volcano 9G,-156.13075,20.73851,,,,,,,,,,,
26790,Haleakalā Volcano 9H,-156.13038,20.73919,,,,,,,,,,,
26791,Haleakalā Volcano 9I,-156.12976,20.73998,,,,,,,,,,,
26792,Haleakalā Volcano 9J,-156.12972,20.74042,,,,,,,,,,,
26793,Haleakalā Volcano 9K,-156.1295,20.74084,,,,,,,,,,,
26794,Haleakalā Volcano 9L,-156.12918,20.74143,,,,,,,,,,,
42187,Mer Bleue Bog,-75.49894,45.40194,,,,,,,,,,,
3118,Washbowl Pond,-74.94885,44.04957,,,,,,,,,,,
3116,Bog Pond,-74.28247,44.40081,,,,,,,,,,,
40531,Fuller Lake,-107.81341,37.8019,,,,,,,,,,,
40532,Fuller Lake Cirque,-107.81325,37.80288,,,,,,,,,,,
40533,Ice Lake Basin Pond,-107.80989,37.81088,,,,,,,,,,,
40534,Ice Lake,-107.80903,37.81393,,,,,,,,,,,
40535,Little Giant Basin Lake,-107.60017,37.8066,,,,,,,,,,,
40536,Crystal Lake,-107.78151,37.84807,,,,,,,,,,,
40537,Ophir Pass,-107.77893,37.8499,,,,,,,,,,,
40538,Snowdon Peak Lake,-107.6936,37.71006,,,,,,,,,,,
40539,Big Giant Mine Lake,-107.60522,37.81208,,,,,,,,,,,
40540,Coal Bank Pass Pond,-107.77952,37.70446,,,,,,,,,,,
40541,Southern Twin Lake,-107.7073,37.71912,,,,,,,,,,,
40542,Molas Pass Pond,-107.69644,37.73787,,,,,,,,,,,
40543,Little Molas Lake,-107.70788,37.74222,,,,,,,,,,,
40544,Andrews Pond SE,-107.70627,37.72564,,,,,,,,,,,
40546,Coal Bank Hill Pond 1,-107.77657,37.69211,,,,,,,,,,,
40547,Coal Bank Hill Polster,-107.77863,37.67805,,,,,,,,,,,
40548,Coal Bank Hill Pond 2,-107.76095,37.70198,,,,,,,,,,,
40549,Scout Lake,-107.7717,37.64775,,,,,,,,,,,
40551,Electra Lake,-107.80533,37.56771,,,,,,,,,,,
40552,Boyce Lake,-107.80126,37.64455,,,,,,,,,,,
40553,Wallace Lake,-107.76996,37.42262,,,,,,,,,,,
40554,Nary Draw Fen,-107.81683,37.5353,,,,,,,,,,,
40555,Haviland Lake,-107.81071,37.53522,,,,,,,,,,,
40556,Shalona Lake [Keeler Reservoir],-107.80373,37.48428,,,,,,,,,,,
40557,Chapman Lake,-107.88863,37.3294,,,,,,,,,,,
40558,Durango City Reservoir,-107.84553,37.29122,,,,,,,,,,,
40559,Pastorius Reservoir,-107.81205,37.2004,,,,,,,,,,,
40977,Church Pond,-71.7661,42.0586,,,,,,,,,,,
40978,"Douglas State Forest Pond, MA",-71.79389,42.06968,,,,,,,,,,,
40979,"East Thompson Pond, CT",-71.81318,42.01506,,,,,,,,,,,
40980,"Alderwick Pond, RI",-71.53958,41.40762,,,,,,,,,,,
40981,"DuMoulin Pond, RI",-71.5442,41.40327,,,,,,,,,,,
40982,"Goddard Pond, RI",-71.5571,41.4075,,,,,,,,,,,
40983,"Hollow Pond, RI",-71.54958,41.41587,,,,,,,,,,,
40984,"Sharpe Pond, RI",-71.54235,41.41482,,,,,,,,,,,
40985,"Cranberry Pond, MA",-73.36345,42.44934,,,,,,,,,,,
40986,"Hatch Pond, MA",-73.35653,42.27663,,,,,,,,,,,
42657,Henrys Fork (lower exposure),-110.38196,40.8214,,,,,,,,,,,
42661,Henrys Fork (upper exposure),-110.36052,40.80042,,,,,,,,,,,
41832,Eagle Lake,-68.25032,44.36357,,,,,,,,,,,
41844,Bracey Pond,-68.12262,44.96201,,,,,,,,,,,
41846,"Site 9, Georgian Bay, Canadian Hydrographic Service",-81.075,45.155,,,,,,,,,,,
41847,"Site 2, Georgian Bay, Canadian Hydrographic Service",-81.151,45.376,,,,,,,,,,,
41848,"Site 6, Georgian Bay, Canadian Hydrographic Service",-81.068,45.294,,,,,,,,,,,
41849,"Site 11a, Georgian Bay, Canadian Hydrographic Service",-80.897,45.201,,,,,,,,,,,
41850,"Site 13, Georgian Bay, Canadian Hydrographic Service",-80.93,45.122,,,,,,,,,,,
41851,"Site 15, Georgian Bay, Canadian Hydrographic Service",-80.926,45.037,,,,,,,,,,,
41852,"Site 19a, Georgian Bay, Canadian Hydrographic Service",-80.84,45.137,,,,,,,,,,,
41853,"Site 22, Georgian Bay, Canadian Hydrographic Service",-80.858,45.248,,,,,,,,,,,
41854,"Site 24, Georgian Bay, Canadian Hydrographic Service",-80.857,45.297,,,,,,,,,,,
41855,"Site 27, Georgian Bay, Canadian Hydrographic Service ",-80.836,45.406,,,,,,,,,,,
41856,"Site 3, Georgian Bay, Canandian Hydrographic Service",-80.745,45.337,,,,,,,,,,,
41857,"Site 5, Georgian Bay, Canadian Hydrographic Service",-80.737,45.252,,,,,,,,,,,
41858,"Site 7, Georgian Bay, Canadian Hydrographic Service",-80.753,45.192,,,,,,,,,,,
41859,"Site 11, Georgian Bay, Canadian Hydrographic Service",-80.781,45.047,,,,,,,,,,,
41860,"Site 19, Georgian Bay, Canadian Hydrographic Service",-80.616,45.182,,,,,,,,,,,
41861,"Site 23, Georgian Bay, Canadian Hydrographic Service",-80.604,45.027,,,,,,,,,,,
41862,"Site 31, Georgian Bay, Canadian Hydrographic Service",-80.535,45.22,,,,,,,,,,,
41865,North Fort pond,-84.09076,39.40433,,,,,,,,,,,
41866,Hueston Woods,-84.76111,39.59083,,,,,,,,,,,
41867,Fort Ancient pond,-84.08778,39.40583,,,,,,,,,,,
41868,Backyard pond,-82.95548,39.37381,,,,,,,,,,,
41869,Fort Ancient Chenopodium patch,-84.08861,39.40639,,,,,,,,,,,
41870,Hocking State Forest pond,-82.58049,39.45772,,,,,,,,,,,
41871,Fort Hill pond,-83.40172,39.117,,,,,,,,,,,
41872,Fort Ancient Helianthus patch,-84.08861,39.40639,,,,,,,,,,,
41873,Roadside ditch,-84.65667,39.36833,,,,,,,,,,,
41874,Golf course pond,-82.98102,39.68245,,,,,,,,,,,
41875,Ohio River flood plain,-83.10361,38.67778,,,,,,,,,,,
41876,Pond Lick Lake,-83.17222,38.69729,,,,,,,,,,,
41877,Ditch by cornfield,-82.99417,39.77361,,,,,,,,,,,
41878,Great Seal State Park,-82.94417,39.3775,,,,,,,,,,,
41879,Tar Hollow State Forest,-82.7625,39.37472,,,,,,,,,,,
41880,Scioto Trail State Forest,-82.96611,39.23111,,,,,,,,,,,
41881,East Fork old field,-84.13861,39.01611,,,,,,,,,,,
41882,Wegerzyn garden forest,-84.21528,39.81361,,,,,,,,,,,
41883,GB02,-75.28333,55.1,,,,,,,,,,,
41884,LT1A,-75.15,59.14167,,,,,,,,,,,
41885,Lake Ann,-87.92652,46.87287,,,,,,,,,,,
41887,Section 36 Pond,-87.92407,46.76917,,,,,,,,,,,
41888,Case Pond,-87.9432,46.763,,,,,,,,,,,
41889,Anderson Pond,-87.97224,46.75503,,,,,,,,,,,
41890,Bently Pond II,-87.93089,46.75396,,,,,,,,,,,
41891,Bently Pond I,-87.92916,46.75404,,,,,,,,,,,
41892,Section 7 Pond,-87.97737,46.74514,,,,,,,,,,,
41893,Bently Lake (UP Michigan),-87.93967,46.7396,,,,,,,,,,,
41894,Charles Lake,-88.08103,46.70676,,,,,,,,,,,
41895,Bob Lake,-87.8448,46.70421,,,,,,,,,,,
41896,Bull Dog Lake,-87.98101,46.68953,,,,,,,,,,,
41897,Section 28 Lake,-88.0579,46.61982,,,,,,,,,,,
41898,Van Riper Lake,-87.99531,46.60091,,,,,,,,,,,
41899,Road Side Lake,-87.91738,46.75019,,,,,,,,,,,
41900,Trout Lake,-87.89461,46.85868,,,,,,,,,,,
41901,Lily Pond,-87.83105,46.8479,,,,,,,,,,,
41902,Pitcher Pond,-88.0006,46.77956,,,,,,,,,,,
41913,Mott 1974 Site 1,-64.567,53.967,,,,,,,,,,,
41914,Mott 1974 Site 2,-65.03333,53.81667,,,,,,,,,,,
41915,Mott 1974 Site 3,-64.46111,53.60556,,,,,,,,,,,
41916,Mott 1974 Site 4,-64.63333,53.47778,,,,,,,,,,,
41917,Mott 1974 Site 5,-64.75,53.42222,,,,,,,,,,,
41918,Mott 1974 Site 6,-64.3,53.59167,,,,,,,,,,,
41919,Mott 1974 Site 7,-63.875,53.55417,,,,,,,,,,,
41920,Mott 1974 Site 8,-63.65,53.65,,,,,,,,,,,
41921,Mott 1974 Site 9,-63.49583,53.70833,,,,,,,,,,,
41922,Mott 1974 Site 10,-63.26667,53.85,,,,,,,,,,,
41953,Thompson site,-97.83333,56.16667,,,,,,,,,,,
41954,Alfies Lake,-84.86725,47.88154,,,,,,,,,,,
42132,Great Whale River,-77.67205,55.32448,,,,,,,,,,,
42162,Pangnirtung,-65.69937,66.1373,,,,,,,,,,,
42166,Frobisher Bay,-68.48516,63.75736,,,,,,,,,,,
42168,Fort Chimo,-68.42845,58.12311,,,,,,,,,,,
42172,Nichicun Lake Site 1,-70.87688,53.19288,,,,,,,,,,,
42173,Nichicun Lake Site 2,-71,53.2,,,,,,,,,,,
42175,Nichicun Lake Site 3,-71.05437,53.03695,,,,,,,,,,,
42178,Nichicun Lake Site 4,-71.01998,53.15211,,,,,,,,,,,
42182,Nichicun Lake Site 5,-70.83333,53.18333,,,,,,,,,,,
42184,Hughes Site 6,-70.46667,52.55,,,,,,,,,,,
42185,Hughes Site 7,-68.81667,55.11667,,,,,,,,,,,
42186,Hughes Site 8,-69.03333,53.85,,,,,,,,,,,
42194,McKay Lake,-75.66938,45.45155,,,,,,,,,,,
42383,Lac Bourgeois [Mud Lake],-75.87229,45.50163,,,,,,,,,,,
42385,Lac Meech [Meech Lake],-75.89492,45.5423,,,,,,,,,,,
42392,East Lake,-112.18062,36.57008,,,,,,,,,,,
42396,Dry Park Lake North,-112.23347,36.41953,,,,,,,,,,,
42397,Dry Park Lake South,-112.23331,36.41913,,,,,,,,,,,
42398,Warm Springs Lake,-112.28198,36.69023,,,,,,,,,,,
42399,Frank's Lake,-112.18303,36.51364,,,,,,,,,,,
42400,Oquer Lake,-112.22299,36.50026,,,,,,,,,,,
42401,Jacob Lake,-112.23096,36.70725,,,,,,,,,,,
42402,North Murrays Lake,-112.17542,36.63097,,,,,,,,,,,
42403,South Murrays Lake,-112.17572,36.6308,,,,,,,,,,,
42404,North Glenn Lake,-112.17716,36.56381,,,,,,,,,,,
42405,South Glenn Lake,-112.17628,36.55924,,,,,,,,,,,
42406,West Glenn Lake,-112.17906,36.56113,,,,,,,,,,,
42407,North Lookout Lake,-112.18662,36.46514,,,,,,,,,,,
42408,South Lookout Lake,-112.1897,36.46265,,,,,,,,,,,
42409,Marble Sinkhole,-112.06222,36.38102,,,,,,,,,,,
42410,Joe's Mud Hole,-112.21153,36.57682,,,,,,,,,,,
42411,Jolly Sink,-112.18644,36.68802,,,,,,,,,,,
42412,Dog Lake,-112.08966,36.42207,,,,,,,,,,,
42413,Tater Sink,-112.12132,36.46839,,,,,,,,,,,
42414,Mud Lake,-112.27394,36.62441,,,,,,,,,,,
42415,V T Lake,-112.12773,36.44728,,,,,,,,,,,
42571,Seven Sisters Lakes North,-106.4875,39.44305,,,,,,,,,,,
42572,Grizzly Lake,-106.59447,39.0505,,,,,,,,,,,
42573,Independence Lake,-106.56814,39.14353,,,,,,,,,,,
42574,Tuhare Lakes West,-106.47841,39.45049,,,,,,,,,,,
42575,Lost Man Lake,-106.56883,39.15319,,,,,,,,,,,
42576,Seven Sisters Lakes Central,-106.48139,39.44155,,,,,,,,,,,
42577,Petroleum Lake,-106.63632,39.0263,,,,,,,,,,,
42578,Seven Sisters Lakes South,-106.48289,39.43657,,,,,,,,,,,
42579,North Halfmoon Lakes,-106.49613,39.18135,,,,,,,,,,,
42580,Tuhare Lakes East,-106.47031,39.44882,,,,,,,,,,,
42581,South Halfmoon Lakes,-106.49278,39.17821,,,,,,,,,,,
42582,Linkins Lake,-106.58861,39.12853,,,,,,,,,,,
42583,Seven Sisters Lakes West,-106.4871,39.43206,,,,,,,,,,,
42584,Cleveland Lake,-106.49031,39.42073,,,,,,,,,,,
42585,Cathedral Lake,-106.84314,39.02804,,,,,,,,,,,
42586,Tabor Creek Lake,-106.64747,39.05392,,,,,,,,,,,
42587,Anderson Lake,-106.62762,39.02034,,,,,,,,,,,
42588,Saint Kevin Lake,-106.42677,39.31055,,,,,,,,,,,
42589,Missouri Lakes Adjacent,-106.51519,39.39921,,,,,,,,,,,
42590,Missouri Lakes North,-106.5114,39.3962,,,,,,,,,,,
42591,Missouri Lakes Central,-106.51524,39.39171,,,,,,,,,,,
