"","Time","MAT5180","MAT 86-15","WAPLS 51-80","WAPLS 86-15","WA5180","WA 86-15"
"133",30903,17.903111396,18.325944736,12.4092148156492,13.0015237291038,12.409214815661,13.0015237291151
"134",31364,12.0658890828,12.6713890944,14.3657611648284,14.9447442598366,14.3657611648434,14.9447442598509
"135",31994,17.012666962,17.494000294,11.3873428680486,11.9893901513818,11.3873428680586,11.9893901513915
"136",32875,16.728722484,17.106389162,13.422666421612,13.9994796706195,13.4226664216254,13.9994796706323
"137",33545,16.980889168,17.406889156,12.2339402981848,12.8335389564887,12.2339402981963,12.8335389564996
"138",34128,14.1779446812,14.6577224744,14.5292617988036,15.0986055891858,14.5292617988188,15.0986055892002
"139",34681,16.303833612,16.738666954,12.5672668668184,13.1478827430267,12.5672668668304,13.1478827430381
"140",35242,9.001277951,9.6268334844,14.7675005124954,15.32242778119,14.7675005125111,15.3224277812049
"141",35772,18.957666994,19.35511142,12.0108032059002,12.6027363411366,12.0108032059113,12.6027363411472
"142",36148,17.443055854,17.832166958,11.1015297254665,11.7100966029035,11.1015297254761,11.7100966029127
"143",36956,16.959166956,17.379333618,10.9006449478089,11.5086671731196,10.9006449478182,11.5086671731285
"144",37893,18.236833642,18.70227808,10.6964623187002,11.3082621676191,10.6964623187092,11.3082621676277
"145",38514,18.116833646,18.498111412,11.2787432890834,11.8837335342634,11.2787432890933,11.8837335342729
"146",39132,18.687000314,19.125611414,10.9113238413054,11.524167630998,10.9113238413147,11.5241676310069
"147",39763,19.516666994,19.94205588,11.5877941903395,12.1907108116433,11.5877941903499,12.1907108116532
"148",40083,18.141389186,18.530111408,11.4854349259243,12.0873460444147,11.4854349259345,12.0873460444245
"149",40393,17.99561142,18.420500298,11.1295613276568,11.7365354828655,11.1295613276665,11.7365354828747
"150",41010,16.653500286,17.02038917,11.0831291533895,11.6911832953567,11.0831291533991,11.6911832953658
"151",41636,17.447278074,17.890500292,11.0149182933154,11.6228475451269,11.0149182933249,11.622847545136
"152",42206,16.874611382,17.288166952,13.5999387093874,14.1723179874313,13.5999387094011,14.1723179874443
"153",42677,18.827111418,19.298222538,12.3605083638344,12.9554604692276,12.3605083638461,12.9554604692388
"154",43533,16.57805582,16.972666952,14.2430948450113,14.7972021238727,14.2430948450261,14.7972021238867
"155",44034,16.37722249,16.791389162,15.2677587245693,15.8303860388494,15.2677587245857,15.830386038865
"156",44593,16.793555824,17.19805583,14.3080656458153,14.8740655801255,14.3080656458302,14.8740655801396
"157",45158,16.051666938,16.470889164,13.3264903756775,13.8966173410012,13.3264903756907,13.8966173410138
"158",45441,16.377722494,16.840666942,12.8782206971411,13.452645493636,12.8782206971537,13.4526454936479
"159",45698,17.810111416,18.184111408,11.9943960542306,12.5854405127699,11.9943960542416,12.5854405127805
"160",46206,18.6978892,19.093055864,12.3984140334478,12.9901510544617,12.3984140334595,12.9901510544729
"161",46722,17.23583362,17.629389174,11.5835275615456,12.1815720690717,11.583527561556,12.1815720690816
"162",47189,16.84733362,17.264944732,10.8330600275774,11.4416594521047,10.8330600275865,11.4416594521134
"163",48077,17.363333618,17.839833622,14.023157714407,14.6028259122025,14.0231577144214,14.6028259122162
"164",48487,18.282778078,18.705611406,14.1812720563244,14.755726364211,14.1812720563391,14.755726364225
"165",48906,17.991611412,18.413278072,14.2180047235464,14.7837803402045,14.2180047235612,14.7837803402185
"166",49110,17.712000294,18.099555846,15.4279936572473,15.9811684093568,15.427993657264,15.9811684093727
"167",49312,18.128778062,18.568278062,14.7560624507672,15.3238614016116,14.7560624507828,15.3238614016264
"168",49714,16.828278054,17.263333614,13.9155040078093,14.4755620262774,13.9155040078236,14.4755620262909
"169",50117,16.734222496,17.136555842,13.3453185579395,13.9138183027629,13.3453185579528,13.9138183027756
"170",50528,16.618666944,16.99594473,14.182241340104,14.7461787537822,14.1822413401187,14.7461787537961
"171",50937,14.3791113632,14.8376669084,14.0673403179878,14.6340856563187,14.0673403180023,14.6340856563325
"172",51816,14.1526113552,14.6238335784,14.0328091108413,14.5897534488782,14.0328091108557,14.5897534488919
"173",52625,16.575944704,16.964778056,14.4603935627223,15.0257251438711,14.4603935627375,15.0257251438854
"174",53034,16.734222496,17.136555842,15.486997982688,16.0417650374822,15.4869979827048,16.0417650374982
"175",53444,16.611444724,17.050389184,13.9230964019403,14.4863533160947,13.9230964019545,14.4863533161082
"176",54255,13.2283335622,13.7221113306,14.1521414839823,14.7238760774308,14.1521414839969,14.7238760774448
