site.name,lat,long,51.8,86.15,Abies,Acer,Alnus rugosa,AlnusXC,Aquifoliaceae,Arceuthobium,Artemisia,Asteraceae,Betula,Brassicaceae,Carya,Caryophyllaceae,Castanea,Celtis,Cephalanthus,Chenopodiaceae/Amaranthaceae,Chrysolepis/Lithocarpus,Corylus,Cupressaceae,Cyperaceae,Dryas,Ephedra,Ericaceae,Fagus,Juglans,Larix/Pseudotsuga,Liquidambar,Minor Forbs,Myricaceae,Nyssa,Ostrya/Carpinus,Oxyria,Papaveraceae,Picea,Pinus diploxylon,Pinus haploxylon,Pinus undifferentiated,Plantaginaceae,Platanus,Poaceae,Populus,Prosopis,Pteridium,Quercus,Rosaceae,Salix,Sarcobatus,Sphagnum,Taxodium,Tilia,Total Fraxinus (sum of nigra/penn/undiff),Total Lycopodium,Tsuga undifferentiated,Ulmus
Wahl 2002 Surface Sample Site 36,33.29111111,-116.8338889,13.96944471,14.68027804,0.549450549,0,0,0.549450549,0,0,1.098901099,0,0,0,0.549450549,0,0,0,0,0,0,0,6.593406593,0,0,0,0,0,0.549450549,2.197802198,0,0,0,0,0,0,0,0,1.098901099,0.549450549,3.296703297,0,0,1.098901099,0,0,1.098901099,79.12087912,1.648351648,0,0,0,0,0,0,0,0,0
Wahl 2002 Surface Sample Site 37,32.81916667,-116.6186111,14.7369447,15.5300003,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217,0,0,3.043478261,0.434782609,0,0,93.04347826,1.739130435,0,0,0,0,0,0,0,0,0
Wahl 2002 Surface Sample Site 38,32.86916667,-116.6080556,14.7369447,15.5300003,0.657894737,0,0,1.315789474,0,0,0,0.657894737,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,2.631578947,0,0,6.578947368,0,0,0,59.21052632,25,0,0,0,0,0,0,0,0,0
Wahl 2002 Surface Sample Site 39,32.8225,-116.6213889,14.7369447,15.5300003,0,0,0,0,0,0,1.075268817,2.150537634,0,0,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634,0,0,2.150537634,0,0,0,44.08602151,47.31182796,0,0,0,0,0,0,0,0,0
Wahl 2002 Surface Sample Site 40,32.85583333,-116.7416667,14.7369447,15.5300003,0,0,0,8.695652174,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,10.86956522,0,0,17.39130435,0,0,0,52.17391304,4.347826087,0,0,0,0,0,0,0,0,0
Wahl 2002 Surface Sample Site 41,33.03027778,-117.0927778,16.31722253,17.03722252,0,0,0,0,0,0,39.02439024,0,0,0,0,0,0,0,0,0,0,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.51219512,0,0,29.26829268,0,0,0,9.756097561,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10G,20.738931,-156.135186,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.194931774,0,0,0,0,0,0,0,0.194931774,0,0,29.43469786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.458089669,0,64.52241715,0,0,0,0,0.194931774,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10H,20.739581,-156.134904,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491803279,0,0,2.950819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639344262,0,94.59016393,0,0,0,0,0.327868852,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10J,20.741279,-156.134138,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.854700855,0,0,0,0,0,0,0,8.547008547,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564102564,0,0,32.47863248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10K,20.741776,-156.133915,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,48.27586207,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0,27.5862069,0,0,0,0,3.448275862,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10L,20.742187,-156.133745,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,52.63157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10M,20.742689,-156.133706,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379310345,0,0,95.17241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172,0,0,2.068965517,0,0,0,0,0.689655172,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10N,20.743168,-156.132977,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7254902,0,0,76.47058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10O,20.743865,-156.132846,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,73.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10P,20.744649,-156.133057,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,52.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10Q,20.745142,-156.132865,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,2.43902439,0,0,0,0,0,0,0,4.87804878,0,0,92.68292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 10R,20.745604,-156.132641,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.66666667,0,0,23.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11B,20.736566,-156.141953,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.213872832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445086705,0,92.34104046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11K,20.742535,-156.139302,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,0,4.591836735,0,0,60.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1.530612245,2.551020408,0,29.08163265,0,0,0,0,0.510204082,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11L,20.742817,-156.139196,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,1.666666667,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11M,20.743308,-156.138974,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0,2.352941176,0,0,80.39215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,2.352941176,0,11.76470588,0,0,0,0,2.352941176,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11N,20.743756,-156.138738,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209677419,0,0,89.91935484,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209677419,2.419354839,0,5.241935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11O,20.744243,-156.138662,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407407,0,0,83.33333333,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,3.703703704,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11P,20.744716,-156.138274,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04819277,0,0,86.74698795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204819277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11Q,20.745114,-156.138227,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108108108,0,0,83.10810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,7.432432432,0,0,0,0,0.675675676,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 11R,20.74572,-156.13795,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,73.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12K,20.743718,-156.14245,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.17921147,0,0,0,0,0,0,0,1.612903226,0,0,45.69892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17921147,1.433691756,0,50.53763441,0,0,0,0,0.358422939,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12L,20.744103,-156.142431,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.182815356,0,0,0,0,0,0,0,0.182815356,0,0,28.88482633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021937843,0,66.54478976,0,0,0,0,0.182815356,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12M,20.744621,-156.142208,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403225806,2.419354839,0,61.29032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12N,20.74507,-156.142168,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.15976331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.183431953,0,31.65680473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12O,20.745544,-156.142431,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.643962848,0,0,55.72755418,0,0,0,0,0,0.309597523,0,0,0,0,0,0,0,0.309597523,0,0,39.00928793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12P,20.745928,-156.141989,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61538462,0,0,38.46153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12Q,20.746528,-156.142766,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64705882,0,0,47.05882353,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,0,0,23.52941176,0,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 12R,20.746877,-156.142932,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.947368421,0,0,22.36842105,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,71.05263158,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13K,20.742863,-156.145676,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.96539792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173010381,0.346020761,0,9.342560554,0,0,0,0,0.173010381,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13L,20.743684,-156.144773,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406504065,0,0,19.10569106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203252033,0.609756098,0,79.06504065,0,0,0,0,0.609756098,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13M,20.744414,-156.144784,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.408997955,0,0,0,0,0,0,0,1.022494888,0,0,70.14314928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81799591,2.862985685,0,23.72188139,0,0,0,0,1.022494888,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13N,20.745028,-156.145078,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0.537634409,0,0,57.25806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537634409,0.806451613,0,40.59139785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13O,20.745332,-156.145386,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.464285714,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892857143,0,0,6.25,0,0,0,0,0.892857143,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13P,20.745824,-156.145464,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,10.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13Q,20.746164,-156.145214,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.13793103,0,0,48.27586207,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0,24.13793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 13R,20.746638,-156.145153,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,87.80487805,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219512195,0,0,6.097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5E,20.734819,-156.123457,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564971751,0,0,65.53672316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564971751,0,0,33.05084746,0,0,0,0,0.282485876,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5F,20.735002,-156.122763,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29218107,0,0,16.87242798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823045267,14.81481481,0,61.72839506,0,0,0,0,2.469135802,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5G,20.735116,-156.121899,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076923077,0,0,63.69230769,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0.615384615,0.307692308,0,31.38461538,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5H,20.735412,-156.121188,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,51.2605042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.21848739,0,0,0,0,0.840336134,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5I,20.735606,-156.120457,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71428571,0,0,50,0,0,0,0,0,3.571428571,0,0,0,0,0,0,0,3.571428571,0,0,32.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5J,20.735672,-156.120205,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,27.27272727,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5K,20.735543,-156.119395,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,56.25,0,0,0,0,0,9.375,0,0,0,0,0,0,0,6.25,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5L,20.735751,-156.118875,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.85714286,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5M,20.736967,-156.114509,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,8.888888889,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5N,20.737038,-156.113368,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5O,20.737289,-156.113186,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83333333,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5P,20.737236,-156.112433,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.61538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5Q,20.737804,-156.112465,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.05882353,0,0,41.17647059,0,0,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 5R,20.737531,-156.111339,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.84848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15151515,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6G,20.735876,-156.123212,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6H,20.736156,-156.12287,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,36.45833333,0,0,0,0,0,1.041666667,0,0,0,0,0,0,0,10.41666667,0,0,27.08333333,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6I,20.736537,-156.121884,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6J,20.736752,-156.121295,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,53.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6K,20.737371,-156.121078,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,57.69230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6L,20.737833,-156.120865,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.30769231,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6M,20.73812,-156.12045,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,46.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6N,20.738748,-156.119824,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,0,0,27.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6O,20.740074,-156.118561,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,74.07407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81481481,0,0,0,0,7.407407407,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6P,20.740325,-156.117813,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888889,0,0,75,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0,2.777777778,0,0,2.777777778,0,0,0,0,2.777777778,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6Q,20.740673,-156.11744,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444444444,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,2.222222222,0,0,0,0,2.222222222,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 6R,20.740631,-156.116741,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.53846154,0,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7E,20.736387,-156.126611,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222717149,0,0,18.04008909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222717149,0.668151448,0,80.84632517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7F,20.7369,-156.125939,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56937799,0,0,26.79425837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.502392344,0,57.89473684,0,0,0,0,0.23923445,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7G,20.737175,-156.124785,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405405405,0,0,80.18018018,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801801802,0,0,11.71171171,0,0,0,0,0.900900901,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7H,20.737692,-156.124323,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,46,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7I,20.738015,-156.124038,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08695652,0,0,54.34782609,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,6.52173913,0,0,8.695652174,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7J,20.738422,-156.123908,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,57.69230769,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564102564,0,0,20.51282051,0,0,0,0,6.41025641,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 7K,20.73881,-156.12364,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8beta,20.732344,-156.133982,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.455445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618811881,0,94.92574257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8G,20.738484,-156.127087,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496277916,0,0,35.23573201,0,0,0,0,0,0.248138958,0,0,0,0,0,0,0,0,0,0,63.77171216,0,0,0,0,0.248138958,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8H,20.739086,-156.126951,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.183431953,0,0,75.14792899,0,0,0,0,0,0.295857988,0,0,0,0,0,0,0,0.295857988,0,0,22.4852071,0,0,0,0,0.591715976,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8I,20.739603,-156.126557,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.615384615,0,0,66.15384615,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,4.615384615,0,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8J,20.740378,-156.125598,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0,0,0,0,0,0,0,2.717391304,0,0,80.97826087,0,0,0,0,0,0.543478261,0,0,0,0,0,0,0,0.543478261,0,0,14.13043478,0,0,0,0,0.543478261,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8K,20.740819,-156.125181,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77922078,0,0,38.96103896,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298701299,0,0,38.96103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakalā Volcano 8L,20.741429,-156.124988,22.15416703,22.64750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,0,0,45.83333333,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,4.166666667,0,0,8.333333333,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0
